10.8113,-0.2227
11.2387,-0.0119
9.6283,-0.2387
11.1328,-0.0699
10.0914,-0.1452
10.3815,0.0569
10.6849,-0.5141
9.6746,-0.3325
10.2141,-0.3736
8.6513,0.1827
10.0519,-0.3337
10.1554,-0.4836
10.4225,-0.2811
10.5802,0.0695
9.4037,-0.5731
11.5311,-0.4959
10.6570,0.1138
10.1919,-0.2331
9.2843,-0.8607
9.1703,-0.6652
10.6894,-0.4638
10.3764,0.1018
10.4016,-0.2471
11.8141,-0.4972
9.7928,-0.4098
11.2096,0.0512
10.8498,-0.7503
10.3073,-0.2395
10.5499,-0.1938
10.7680,0.0412
10.3760,-0.0344
10.1268,-0.3458
9.4970,-0.3621
9.9675,-0.5487
10.4253,-0.0937
9.1553,-0.4927
11.5292,-0.0381
10.1809,-0.6576
10.8958,0.2122
10.8046,-0.5512
11.0163,0.0234
10.4712,-0.5406
10.5511,-0.2855
11.2905,-0.6863
10.2604,-0.1702
11.3988,-0.2307
10.0034,-0.2288
11.7207,-0.4890
9.6589,-0.4445
10.5444,-0.1311
11.6715,-0.1483
11.5623,-0.5115
11.0310,-0.2317
11.4859,-0.4568
11.5318,-0.3173
10.4300,-0.2717
11.7034,-0.4153
10.9784,-0.5384
10.6188,-0.4616
9.8881,-0.2284
12.6641,-0.4703
10.3445,0.0017
11.3533,-0.1870
10.6308,-0.2215
11.0552,0.3458
9.5093,-0.2366
10.1005,-0.1252
11.2732,-0.3974
12.3857,-0.5209
9.6155,-0.5706
11.8962,-0.2164
11.2498,-0.6023
12.4995,-0.2039
11.0823,-0.0016
11.7118,-0.6701
11.5089,0.3888
11.7408,-0.1806
10.8810,-0.0470
12.1995,-0.3410
9.3041,-0.0955
11.3687,0.0174
11.8421,-0.7774
10.8648,-0.3903
11.0435,-0.3379
11.2918,0.0129
11.1690,-0.3878
10.6965,-0.2307
10.5802,-0.0456
11.5578,-0.1351
11.3732,-0.2917
11.1956,-0.3245
9.9873,-0.2436
11.8659,-0.6069
11.3129,-0.7070
11.1667,-0.0684
11.4468,-0.6203
12.6031,-0.1035
12.6399,-0.6313
11.5483,0.0663
12.6171,-0.0968
11.7708,-0.2609
10.6703,-0.2518
12.6629,-0.0707
11.3479,-0.4698
11.7730,-0.2091
11.1904,-0.5810
12.6556,-0.7981
11.4202,-0.3383
11.8564,-0.0852
12.1796,-0.1016
12.5334,-0.1668
10.9758,-0.2796
11.0558,-0.1817
12.0271,-0.0854
10.6316,-0.2678
11.3242,-0.5367
10.7905,-0.2324
11.8456,-0.7234
11.3798,-0.6791
11.6838,-0.0029
12.7213,-0.0857
12.3743,0.2160
12.4426,-0.1844
12.5373,-0.4981
12.2550,-0.1427
12.7588,0.2092
11.5205,0.0413
12.5385,-0.2329
12.2680,-0.4242
12.6969,-0.1432
11.9195,-0.3205
11.2664,-0.1377
12.0880,-0.6423
11.6957,-0.3385
12.3182,-0.1832
12.2075,0.3310
13.2319,-0.3478
13.6456,-0.3054
13.1123,0.1169
11.9317,-0.6065
12.2433,-0.2849
12.4177,-0.0562
13.6639,-0.4817
12.6199,-0.4674
12.1278,-0.3036
11.5727,0.2666
10.5891,-0.5953
11.8756,-0.2906
11.2142,-0.4834
12.5248,-0.3201
11.9991,-0.2805
11.8532,-0.3486
11.9377,-0.5388
11.6344,-0.1622
12.9254,-0.3145
12.0799,0.1886
11.4805,-0.0689
11.9793,-0.3211
12.9895,-0.0042
13.4918,-0.5634
11.8732,-0.2544
11.5146,-0.5274
12.9563,0.2127
13.0344,-0.0919
13.0393,-0.3442
13.7160,0.3611
14.5097,0.0408
12.2979,-0.5925
12.2212,-0.0080
11.8427,-0.1867
12.9211,-0.1658
12.5546,-0.6305
13.6588,-0.2028
11.2070,-0.1086
12.7761,-0.5403
13.3068,-0.3701
12.1404,0.4167
11.6948,0.1145
11.4238,-0.1098
13.7467,-0.1449
11.9423,-0.3278
13.2866,0.6439
12.7114,-0.0467
12.8404,0.0282
12.8313,-0.2640
